Name	Length	CAI	%G+C	%G+C(1)	%G+C(2)	%G+C(3)	Nc
b1941	1374	0.74	58.6	66.6	46.9	62.2	43.7
b1942	444	0.754	51.6	62.2	35.1	57.4	49.1
b1943	1128	0.671	54.9	63.3	46.8	54.5	48.2
b1944	465	0.705	53.3	58.1	41.9	60	46
b1945	1005	0.786	53.3	60.6	35.5	63.9	38
b1946	414	0.734	55.1	60.1	39.1	65.9	43.3
b1947	366	0.659	54.6	63.9	46.7	53.3	58
b1948	738	0.718	53.1	53.7	40.2	65.4	46.6
b1949	270	0.69	50.4	46.7	35.6	68.9	40.4
b1950	786	0.74	47.5	51.5	37.8	53.1	50.5
b1951	624	0.69	38.1	39.4	32.7	42.3	54.9
b1952	189	0.667	51.3	65.1	34.9	54	36.7
b1953	228	0.816	48.7	61.8	35.5	48.7	40.1
b1955	816	0.675	52.1	62.9	41.9	51.5	51.4
b1956	1695	0.701	51.4	58.9	39.8	55.4	52.2
b1957	183	0.606	53	60.7	45.9	52.5	41.3
b1958	918	0.713	53.1	62.4	35.6	61.1	46.7
b1959	921	0.719	53.6	57.3	43.6	59.9	48.2
b1960	471	0.695	56.1	62.4	43.9	61.8	45.3
b1961	1419	0.76	52.1	62.4	39.5	54.5	43.7
b1962	696	0.744	54.5	66.8	37.5	59.1	47.4
b1963	366	0.645	50	49.2	49.2	51.6	57.4
b1967	852	0.711	48.6	58.1	39.1	48.6	48.5
b1968	1359	0.634	39.7	47	34	38	51.9
b1969	672	0.65	44.8	51.8	39.7	42.9	51.5
b1970	414	0.62	41.8	50.7	35.5	39.1	50.5
b1971	1005	0.71	52.1	59.7	43.3	53.4	50.2
b1972	636	0.689	48	51.4	38.2	54.2	51.4
b1973	651	0.682	38.2	49.8	33.6	31.3	51.4
b1974	531	0.618	42.2	46.3	39.5	40.7	49.9
b1976	798	0.668	45.9	60.9	36.8	39.8	51.1
b1978	7077	0.663	50	53.2	46	50.8	54.5
b1981	1317	0.659	50.4	54.2	45.8	51.3	53
b1982	1455	0.69	50.2	59.4	45.4	46	53
b1983	717	0.657	39.9	56.9	35.1	27.6	43
b1985	1644	0.63	48.3	50.5	44.5	49.8	58.4
b1987	951	0.622	48.3	60.9	37.9	46.1	52.6
b1988	918	0.653	48.1	57.2	42.2	45.1	60.1
b1990	933	0.644	49.6	58.5	45.3	45	50.4
b1991	1080	0.6	51.3	62.5	44.7	46.7	52.4
b1992	744	0.684	53.5	62.5	44.4	53.6	48.3
b1993	546	0.661	50.5	63.2	39	49.5	52.7
b1994	1017	0.699	54.7	56	37.2	70.8	42.9
b1996	906	0.621	55.1	61.3	47.7	56.3	52.5
b1997	366	0.594	53	65.6	40.2	53.3	54.9
b2000	3120	0.693	58.2	61.3	50.9	62.6	43.9
b2001	1533	0.689	50.3	54	42.5	54.4	52.9
b2002	447	0.691	58.2	69.8	39.6	65.1	42.8
b2003	222	0.741	52.7	59.5	47.3	51.4	42.1
b2004	369	0.661	57.2	62.6	43.9	65	46.8
b2005	375	0.71	53.1	56.8	43.2	59.2	51.9
b2006	195	0.716	49.2	61.5	33.8	52.3	47.6
b4538	357	0.656	48.5	58	44.5	42.9	59
b2007	330	0.739	47.9	55.5	26.4	61.8	46.4
b2008	1059	0.713	50.8	56.1	38.2	58.1	48.1
b2009	474	0.685	47.3	56.3	32.9	52.5	47.3
b2010	1167	0.684	49.3	58.6	40.1	49.1	51.6
b2011	1428	0.749	50.1	60.5	37.2	52.5	47.7
b2012	228	0.725	50.4	61.8	39.5	50	38
b2013	1059	0.646	50.4	53.3	46.5	51.6	54.3
b2014	1359	0.763	52.7	54.3	40.6	63.1	38.8
b4678	63	0.588	44.4	52.4	28.6	52.4	20
b2015	930	0.691	50.4	61.3	40	50	51.4
b2016	825	0.686	51.9	63.6	44	48	48.9
b4539	255	0.657	44.3	51.8	37.6	43.5	53.9
b2017	252	0.675	48.4	51.2	41.7	52.4	49.2
b2018	51	0.722	43.1	70.6	17.6	41.2	46.7
b2019	900	0.774	54.1	64	39.7	58.7	42.3
b2020	1305	0.746	58.1	63.4	46.9	63.9	42.1
b2021	1071	0.759	55.4	61.1	42	63	41.6
b2022	1068	0.765	53.4	62.4	36.2	61.5	39.5
b2023	591	0.761	56.7	61.9	38.6	69.5	41.6
b2024	738	0.805	57.2	69.9	40.7	61	42.3
b2025	777	0.745	51.9	62.9	37.8	54.8	44.6
b2026	612	0.776	54.6	59.3	38.7	65.7	39.5
b2027	981	0.7	45.9	56.3	32.4	48.9	48.6
b2028	1167	0.71	43.8	52.2	34.7	44.5	48.9
b2029	1407	0.742	50.2	59.7	38.6	52.2	38.1
b2030	1017	0.707	54.7	55.8	37.5	70.8	43
b2032	1119	0.664	31.9	40.5	29.2	26	48.4
b2033	591	0.635	40.6	48.2	39.6	34	61
b2034	993	0.608	36	46.5	32.6	28.7	50.3
b2035	1167	0.619	32.3	33.4	30.8	32.6	49.1
b2036	1104	0.667	35.6	45.7	27.7	33.4	49
b2037	1248	0.598	35.4	39.9	36.5	29.8	44.8
b2038	558	0.666	38.7	52.7	35.5	28	50.6
b2039	882	0.666	42.7	54.4	35.7	38.1	44.2
b2040	900	0.653	46.6	58.3	43.3	38	53.4
b2041	1086	0.694	43.6	55.5	39.8	35.6	49.7
b2042	894	0.687	51.7	61.1	36.9	57	49.9
b2043	1395	0.706	47.1	49.7	35.9	55.7	54.6
b2044	1221	0.734	54.9	62.7	41	60.9	44.5
b2045	1281	0.747	54.3	62.3	37.2	63.5	42.4
b2046	1479	0.748	54.1	55.6	36.1	70.6	42.1
b2047	1395	0.754	54.6	57.2	37.8	68.8	41.6
b2048	1371	0.776	55.1	61.9	39.6	63.7	40.7
b2049	1437	0.791	55.2	65.3	39.2	61	38.9
b2050	1224	0.765	55.6	64.2	40.4	62	39.4
b2051	480	0.703	54.6	62.5	40.6	60.6	50.3
b2052	966	0.763	56.4	61.5	38.5	69.3	40.3
b2053	1122	0.778	54.8	61	38.5	65	37.5
b2054	549	0.675	47.9	52.5	45.4	45.9	44.6
b2055	747	0.731	45.5	50.2	35.7	50.6	49.7
b2056	1218	0.727	42	42.1	35	49	50.8
b2057	1218	0.776	53.6	59.4	38.4	63.1	40.3
b2058	489	0.761	54	59.5	40.5	62	44.1
b2059	840	0.761	51.5	51.1	36.1	67.5	42.8
b2060	2163	0.788	52.7	57.1	37.9	63	40.7
b2061	444	0.734	54.5	61.5	42.6	59.5	49.2
b2062	1140	0.719	53.8	55.5	39.7	66.1	45.3
b2063	1584	0.727	53.2	60.8	33.7	65	45.9
b2064	1854	0.684	52.5	61.5	37.7	58.4	47.9
b2065	582	0.75	60.3	69.1	45.4	66.5	38.1
b2066	642	0.724	48.8	55.6	34.1	56.5	44
b2067	3318	0.702	52.4	58.4	38.4	60.2	48.2
b2068	849	0.72	55.6	61.8	48.1	56.9	46.3
b2069	1353	0.782	56.1	66.3	42.8	59.2	40.5
b2070	1947	0.689	50.8	61	42.8	48.7	52.3
b2071	462	0.698	41.1	46.1	34.4	42.9	61
b2072	762	0.726	52.2	59.8	42.1	54.7	49.8
b2073	660	0.724	51.1	57.3	46.4	49.5	44.8
b4667	60	0.558	40	40	10	70	47
b4668	57	0.437	43.9	42.1	15.8	73.7	57.6
b2074	1248	0.734	55.3	64.4	44.5	57	43.8
b2075	3123	0.751	56.6	59.2	41.8	68.9	42.7
b2076	3078	0.745	56.3	59.5	41.8	67.5	44
b2077	1416	0.731	55.5	54.4	42.8	69.3	47.6
b2078	1404	0.73	53.7	62.8	42.1	56.2	46.9
b2079	723	0.73	54.1	63.1	37.8	61.4	47.7
b2080	333	0.724	48	45	45	54.1	56.4
b2081	1362	0.751	54.1	61	37.2	64.1	41
b2082	219	0.708	50.7	50.7	42.5	58.9	61
b2085	318	0.612	36.5	46.2	38.7	24.5	49.8
b2086	900	0.689	49.7	58.3	43	47.7	49.9
b2088	300	0.67	50	59	43	48	59.4
b2089	867	0.685	55.1	56.7	46.7	61.9	47.7
b2091	1041	0.696	48.8	57.1	42.7	46.7	49.7
b2093	285	0.732	41.8	48.4	36.8	40	44.4
b2094	453	0.689	42.6	54.3	31.8	41.7	61
b2095	1263	0.735	48.9	59.4	40.1	47.3	47
b2096	855	0.727	53.1	61.1	39.3	58.9	52.6
b2097	1053	0.72	51.2	58.1	40.7	54.7	49
b2098	1278	0.73	50.2	48.6	40.4	61.7	44.2
b2099	1005	0.726	55.6	63	47.5	56.4	48.3
b2100	966	0.696	56.9	65.2	46	59.6	51.6
b2101	747	0.729	51.4	61	35.7	57.4	47.8
b2102	819	0.686	48	53.8	39.6	50.5	52.2
b2103	801	0.687	55.4	63.7	47.9	54.7	48
b2104	789	0.65	54.1	64.6	49.4	48.3	54.5
b2105	273	0.704	48.4	67	27.5	50.5	51.4
b2106	825	0.705	51.5	56.7	41.5	56.4	47.2
b2107	339	0.71	49.9	46	43.4	60.2	45.5
b2108	1035	0.665	38.7	39.1	41.7	35.4	53.1
b2109	2481	0.698	45.5	51.4	41.2	43.9	52
b2110	720	0.69	39.3	45	33.8	39.2	53.5
b2111	543	0.716	40.5	47	41.4	33.1	37.5
b2112	282	0.652	44	47.9	46.8	37.2	61
b2113	1110	0.724	54	59.5	40.5	61.9	46
b2114	2034	0.785	53	58.6	38.1	62.5	37.6
b2115	825	0.659	45.8	55.3	38.2	44	61
b2118	3633	0.666	50.8	61.1	40.5	50.8	53.1
b4541	318	0.568	38.7	57.5	30.2	28.3	52.4
b2119	1089	0.722	54.4	63.4	45.5	54.3	47.9
b2120	2280	0.689	55.7	66.1	46.1	55	51.3
b2121	1137	0.69	54.4	64.6	41.7	56.7	51.8
b2122	1845	0.706	54.9	62	47.6	55	47.8
b2123	462	0.744	42.4	48.7	33.8	44.8	46.9
b2124	471	0.808	49	58.6	34.4	54.1	39.1
b2125	720	0.752	49.3	61.3	33.3	53.3	44.3
b2126	1686	0.693	50.6	55.7	38.8	57.3	51.8
b2127	732	0.673	52.9	62.3	39.3	57	49.4
b4542	108	0.659	49.1	52.8	41.7	52.8	61
b2128	732	0.676	57.5	64.8	46.3	61.5	50.1
b2129	927	0.719	55.1	68.9	39.2	57.3	44.6
b2130	1158	0.732	57.4	63	44	65.3	45.9
b2131	918	0.686	54	62.1	42.2	57.8	49.9
b2132	2298	0.764	54.2	59.3	40.9	62.5	42.4
b2133	1716	0.763	52.2	60.5	36.5	59.6	43.8
b2134	933	0.791	50.7	53.1	43.1	55.9	41.6
b2135	588	0.735	53.6	55.6	40.3	64.8	42.7
b2136	579	0.732	54.4	62.2	38.3	62.7	43.8
b2137	762	0.711	55.1	62.2	42.5	60.6	47.3
b4679	84	0.541	34.5	39.3	17.9	46.4	61
b2140	948	0.718	54.2	63.3	39.6	59.8	45.5
b2141	399	0.714	49.4	56.4	36.1	55.6	39.9
b2142	696	0.716	53.4	53.9	45.3	61.2	51.2
b2143	885	0.716	54.7	62.4	45.8	55.9	47.9
b2144	720	0.701	47.8	57.5	36.2	49.6	51.5
b2145	240	0.694	42.9	51.2	35	42.5	50.3
b2146	1239	0.701	51.5	60	43.6	50.8	50.9
b2147	1236	0.73	51.1	54.9	40.5	57.8	46.1
b2148	1011	0.734	50.2	49	39.2	62.6	41.6
b2149	1521	0.716	45.4	50.5	35.3	50.3	49.4
b2150	999	0.771	51.1	59.2	35.7	58.3	41.1
b2151	1041	0.742	52.4	60.2	42.7	54.5	47.6
b2152	1158	0.694	54.4	57	43.3	63	51.9
b2153	669	0.752	51.3	57.8	37.7	58.3	44
b2154	837	0.746	54.5	58.4	44.1	60.9	47
b2155	1992	0.742	52.8	55.9	43.4	59	43.4
b2156	1470	0.767	53.5	52.7	43.7	64.1	37.6
b2157	882	0.732	53.7	63.9	40.8	56.5	46
b2158	1050	0.731	53	55.1	42.3	61.7	40.9
b2159	858	0.726	52.4	59.8	42	55.6	49.4
b2160	1089	0.744	51.8	60.3	40.2	54.8	47.2
b2161	1251	0.704	50.4	53	43.9	54.4	55.2
b2162	942	0.714	52	58	39.8	58.3	50.5
b2163	660	0.71	45	52.3	34.1	48.6	52.9
b2164	1251	0.714	51.1	53.5	43.6	56.1	44.9
b2165	939	0.759	49.7	58.8	42.2	48.2	42.2
b2166	942	0.696	47	54.8	41.1	45.2	53.3
b2167	1692	0.736	55.7	63.7	48.6	55	41.1
b2168	939	0.751	53.5	62.3	44.4	53.7	43.7
b2169	1131	0.72	55.5	68.4	40.8	57.3	42.7
b2170	1182	0.734	53	53.8	43.7	61.7	46.1
b4502	255	0.696	55.7	55.3	56.5	55.3	53.4
b2171	573	0.769	49.9	59.2	36.1	54.5	43.7
b2172	1467	0.718	52	63.8	39.9	52.4	45.9
b2173	987	0.701	54.5	62.3	42.6	58.7	44.3
b2174	714	0.693	44.1	47.1	35.3	50	55.7
b2175	567	0.707	46.7	52.9	45	42.3	50
b2176	1557	0.691	50.5	56.8	37.8	57	49.7
b2177	1815	0.723	51.2	53.9	40.7	59	48.5
b2178	1095	0.769	51.2	53.4	39.7	60.5	44.1
b2179	1026	0.697	52.7	53.5	44.2	60.5	47.1
b2180	1590	0.687	51.4	63.4	38.7	52.1	50.8
b2181	345	0.706	48.7	55.7	42.6	47.8	50.2
b2182	1191	0.743	53.3	51.9	44.6	63.5	44.9
b2183	696	0.715	52.9	68.1	39.2	51.3	48.5
b2184	1761	0.732	53.2	64.9	39.7	54.9	46.3
b2185	285	0.714	50.5	62.1	31.6	57.9	27.9
b2186	1008	0.752	52.3	60.7	37.2	58.9	45.6
b2187	228	0.721	50.4	56.6	34.2	60.5	43.6
b2188	1761	0.734	52.1	54.3	40.5	61.3	48.3
b2192	1017	0.707	54.7	55.8	37.5	70.8	43
b2193	648	0.746	52.5	66.2	36.1	55.1	48.5
b2194	1053	0.762	54	61.5	40.5	60.1	41.8
b2195	558	0.755	54.5	62.4	38.7	62.4	41.8
b2196	1944	0.753	57.1	59	45.5	66.8	42.8
b2197	480	0.767	53.5	64.4	38.8	57.5	45.4
b2198	210	0.742	57.1	68.6	44.3	58.6	42.1
b2199	738	0.762	55.3	56.5	45.9	63.4	42.4
b2200	663	0.673	56	62.9	43	62	49.2
b2201	624	0.665	55.9	63.9	45.2	58.7	55.7
b2202	603	0.731	51.6	53.2	39.3	62.2	48.3
b2203	450	0.74	55.6	58.7	47.3	60.7	42.8
b2204	864	0.743	55.9	56.9	47.6	63.2	46
b2205	696	0.724	59.1	64.2	49.6	63.4	47.8
b2206	2487	0.782	56.1	60.4	42	66	37.4
b2207	264	0.736	54.5	64.8	37.5	61.4	47.2
b2208	495	0.71	55.4	53.3	54.5	58.2	56.7
b4604	165	0.622	40	47.3	40	32.7	41.8
b2209	489	0.711	49.5	56.4	36.2	55.8	48.2
b2210	1647	0.756	54	58.8	41.2	62.1	43.4
b2211	1644	0.725	53.4	59.7	38	62.6	45.1
b2212	651	0.71	52.7	61.8	44.2	52.1	47
b2213	1065	0.681	56.9	63.1	48.5	59.2	50
b2214	1056	0.758	53.4	60.2	40.6	59.4	42.2
b2215	1104	0.733	50.6	57.1	37.8	57.1	29
b2216	2673	0.717	49.4	56.6	35.6	56	50.4
b2217	651	0.73	47.8	52.5	33.2	57.6	41.8
b2218	2850	0.721	50.9	55.6	38.6	58.5	48
b2219	1827	0.681	48.5	57.8	38.1	49.8	49
b2220	1386	0.691	49	58.7	37	51.3	51
b2221	663	0.632	53.8	63.8	43	54.8	47.5
b2222	651	0.697	53.6	64.1	44.2	52.5	47.1
b2223	1323	0.646	53.1	54.6	43.8	60.8	52.4
b2224	1185	0.674	53	63.5	46.1	49.4	51.4
b2225	777	0.694	52.5	57.9	43.2	56.4	53.4
b2226	1650	0.671	54.6	59.1	46.9	57.8	51.9
b2229	624	0.688	51.4	54.8	39.9	59.6	51.1
b2230	1689	0.708	51.2	57.7	39.3	56.5	48.6
b2231	2628	0.75	54	65.8	37.4	58.8	39
b2232	723	0.771	54.2	62.7	36.9	63.1	45.1
b2233	3753	0.691	51.4	58.1	44.4	51.6	51.9
b4605	144	0.74	42.4	35.4	45.8	45.8	45.3
b2234	2286	0.783	53.7	57.9	37.5	65.6	37.3
b2235	1131	0.784	50.6	56	32.9	62.9	39.8
b2236	255	0.747	56.1	63.5	47.1	57.6	40.2
b2237	651	0.715	49.5	59.9	36.9	51.6	52.5
b2239	1077	0.726	45.6	55.4	31.2	50.1	47.6
b2240	1359	0.758	52.6	54.1	41.9	61.8	45.1
b2241	1629	0.743	57.3	66.1	47.3	58.6	44
b2242	1260	0.685	55.9	67.4	45.2	55	49
b2243	1191	0.755	54	55.9	43.6	62.5	42.8
b2244	900	0.686	48.3	56.7	36.3	52	51.6
b2245	804	0.684	53.6	63.8	44	53	51.2
b2246	1290	0.706	52.7	58.4	45.1	54.7	45
b2247	1206	0.741	52.2	58.2	42	56.2	45.8
b2248	783	0.686	51	55.9	44.4	52.5	53.2
b2249	1203	0.702	54.2	62.6	43.6	56.4	49.9
b2250	543	0.724	53.2	56.9	47.5	55.2	48.8
b2251	426	0.699	47.7	59.2	36.6	47.2	54.4
b2252	603	0.721	43.3	50.7	39.3	39.8	46.8
b2253	1158	0.694	51.3	59.3	44.3	50.3	52.5
b2254	969	0.742	49.8	55.4	38.7	55.4	49.7
b2255	1983	0.763	51.1	60.1	40.2	53.1	44.3
b2256	891	0.732	52.9	62	45.5	51.2	49.7
b2257	1653	0.689	51	53.9	43	56.1	50.2
b4544	336	0.679	53.6	57.1	40.2	63.4	47.3
b2258	387	0.659	48.6	51.9	41.9	51.9	48.8
b2259	267	0.681	46.8	51.7	36	52.8	50.7
b2260	1356	0.687	56	65.3	43.8	59.1	49.2
b2261	963	0.731	59	67.3	44.9	64.8	44.8
b2262	858	0.778	55.6	61.9	40.6	64.3	35.6
b2263	759	0.687	56.1	67.2	45.1	56.1	57.5
b2264	1671	0.73	58.1	66.6	45.6	62.1	45.2
b2265	1296	0.693	53.4	62.7	43.1	54.4	51.8
b2266	306	0.676	52	69.6	38.2	48	47.2
b2267	462	0.704	47.8	63	31.8	48.7	48.9
b2268	918	0.724	50.8	60.8	43.8	47.7	48
b2269	1212	0.669	35.4	43.8	30.9	31.4	51.9
b2270	1728	0.669	47.2	55.6	39.1	47	54.3
b2271	972	0.675	45.1	53.1	38.9	43.2	53.5
b2272	504	0.657	45.6	57.1	35.1	44.6	53.3
b2273	717	0.631	39.1	53.1	28	36	48.8
b2274	423	0.658	40.2	53.2	36.9	30.5	47.1
b2275	849	0.664	43.5	54.4	39.2	36.7	52.5
b2276	1458	0.737	57.2	60.5	40.7	70.4	42.6
b2277	1530	0.758	54.7	54.1	39.6	70.4	43.3
b2278	1842	0.763	57.2	59.3	40.4	71.8	37.4
b2279	303	0.718	54.8	61.4	37.6	65.3	44
b2280	555	0.734	53.9	61.6	36.8	63.2	42.2
b2281	543	0.766	54.3	56.9	42	64.1	42.7
b2282	978	0.778	54.2	53.7	38.3	70.6	37.5
b2283	2727	0.769	56.4	63.9	43.6	61.7	38.3
b2284	1338	0.759	56.2	60.5	44.8	63.2	40.8
b2285	501	0.712	55.3	64.7	38.9	62.3	44.3
b2286	1791	0.773	55.9	61	40	66.7	37.4
b2287	663	0.739	51.7	59.3	38.9	57	47.2
b2288	444	0.764	53.4	54.7	46.6	58.8	42.6
b2289	939	0.704	49.7	59.1	41.2	48.9	52.5
b2290	1218	0.726	50.5	58.4	36.9	56.2	45
b2291	600	0.724	49.3	60.5	32.5	55	49.9
b2292	1833	0.711	52.3	58.4	41.6	56.8	48.4
b2293	651	0.684	56.5	68.7	46.1	54.8	49.4
b2294	495	0.74	47.7	53.9	35.8	53.3	49
b2295	456	0.673	50.9	55.9	42.8	53.9	48.2
b2296	1203	0.759	52.2	60.3	39.7	56.6	36.1
b2297	2145	0.75	55.5	63.2	43.5	59.9	33.1
b2298	1521	0.731	52.1	55.2	41.2	59.8	49.2
b2299	543	0.709	53.2	64.6	41.4	53.6	47.4
b2300	555	0.726	51.9	64.9	35.7	55.1	48.6
b2301	645	0.711	51.6	61.4	42.8	50.7	53
b2302	648	0.666	51.4	60.6	41.7	51.9	52.9
b2303	363	0.754	44.9	52.9	31.4	50.4	50.8
b2304	894	0.704	54.9	65.8	44	55	44.5
b2305	891	0.676	45.6	57.6	34.7	44.4	56.5
b2306	774	0.71	51.9	63.2	34.1	58.5	48.8
b2307	717	0.752	49.7	49	41.8	58.2	49.3
b2308	687	0.681	52.5	55.9	40.2	61.6	52.3
b2309	783	0.749	48.8	55.9	37.9	52.5	48.6
b2310	783	0.7	50.2	57.1	41.8	51.7	46.3
b2311	570	0.744	53.2	62.6	42.1	54.7	43.1
b2312	1518	0.773	52.9	60.3	37.9	60.5	41.3
b2313	489	0.715	49.1	48.5	40.5	58.3	52.5
b2314	663	0.7	57	69.7	46.2	55.2	42.1
b2315	1269	0.735	56	65.2	45.9	57	46.3
b2316	915	0.747	55.4	62.6	43.6	60	45
b2317	660	0.734	48.9	53.6	32.7	60.5	48.8
b2318	813	0.688	55.4	63.8	42.1	60.1	49.4
b2319	1014	0.746	54.9	67.5	40.5	56.8	40.6
b2320	1137	0.727	53	65.4	41.2	52.5	48.9
b2321	996	0.679	52	62.3	41.6	52.1	44.3
b2322	1179	0.674	56.6	62.3	49.9	57.5	48.9
b2323	1221	0.751	56.6	61.4	46.4	61.9	35.6
b2324	2007	0.715	52.9	60.8	42.9	54.9	47.4
b2325	279	0.783	52.7	63.4	38.7	55.9	46.3
b2326	549	0.747	50.3	60.7	37.7	52.5	48.5
b2327	810	0.695	52.7	54.4	40.7	63	48.2
b2328	825	0.691	55.4	62.2	46.2	57.8	49.1
b2329	1086	0.742	56.7	63.5	43.9	62.7	43.7
b2330	933	0.796	52.5	62.7	36	58.8	40.1
b2331	552	0.75	53.3	62	35.3	62.5	38.7
b2332	822	0.61	45.5	46.7	42.7	47.1	58.8
b2333	540	0.7	48.7	52.2	42.2	51.7	51.4
b2334	489	0.64	46.6	51.5	44.2	44.2	51.2
b2335	513	0.63	49.1	50.3	42.7	54.4	51.6
b2336	753	0.717	51	50.2	41.4	61.4	46.3
b2339	564	0.767	46.1	46.3	44.1	47.9	37.6
b2340	486	0.717	53.3	59.9	44.4	55.6	48
b2341	2145	0.681	52.3	62	42.8	52	52.4
b2342	1311	0.696	55.8	65	48.1	54.5	51.1
b2343	285	0.774	51.6	53.7	47.4	53.7	40.1
b2344	1341	0.733	49.8	51.9	47	50.6	45.3
b2345	1059	0.655	35.5	46.5	29.5	30.6	50.3
b2346	756	0.726	51.9	59.9	40.9	54.8	45.9
b2347	933	0.696	48.6	54	37	54.7	47.7
b2349	1158	0.647	47.8	53.9	36.8	52.6	54.3
b2350	363	0.603	46	43.8	43	51.2	59.9
b2351	921	0.609	39.5	50.2	35.5	32.9	52.3
b2352	1332	0.642	27.6	30.2	28.2	24.3	40.4
b2354	441	0.659	45.6	57.1	40.8	38.8	49
b2356	276	0.774	52.5	59.8	41.3	56.5	38.6
b2357	495	0.684	54.3	61.8	50.9	50.3	54.7
b2358	369	0.738	56.1	52.8	45.5	69.9	42.1
b2359	363	0.681	50.1	61.2	39.7	49.6	46.5
b2360	825	0.751	45.7	56	37.8	43.3	43.8
b2361	537	0.683	46.2	55.9	35.8	46.9	55.5
b2362	363	0.62	47.1	59.5	40.5	41.3	50.3
b2363	306	0.654	42.8	54.9	33.3	40.2	57
b4545	141	0.529	43.3	44.7	42.6	42.6	61
b4501	201	0.663	43.8	50.7	34.3	46.3	49.2
b2364	936	0.711	48.1	53.8	41	49.4	56.4
b2365	1338	0.658	48.7	53.1	39.9	53.1	51.2
b2366	1329	0.707	50.9	62.8	42	47.9	47.8
b2367	1539	0.656	41.7	39.8	43.5	41.7	52.3
b2368	1164	0.679	41.9	50.5	37.9	37.4	51.4
b2369	615	0.665	40	46.3	31.7	42	53
b2370	3594	0.651	40.8	50.3	35.1	37.1	54.2
b2371	1146	0.631	45.5	55.8	40.3	40.3	52.1
b2372	945	0.654	44.8	51.7	42.5	40	51.2
b2373	1695	0.686	46.6	57.9	42.7	39.3	48.5
b2374	1251	0.699	47.1	57.3	41.5	42.4	49.8
b2375	636	0.666	46.2	60.8	37.3	40.6	51.4
b2376	276	0.643	40.2	40.2	41.3	39.1	52
b2377	243	0.666	48.1	44.4	38.3	61.7	61
b2378	921	0.7	51.5	56.7	42.7	55	50.1
b4680	72	0.777	38.9	33.3	29.2	54.2	32.2
b2379	1239	0.773	55	62	41.9	61	41.7
b2380	1698	0.736	51.4	55.5	36.7	62	46.1
b2381	735	0.783	47.5	53.5	29.8	59.2	42.6
b2382	858	0.767	53.6	59.8	40.9	60.1	42.1
b2383	2496	0.756	55.2	62.1	40.4	63.1	41.5
b2384	1038	0.739	58.3	66.8	43.9	64.2	42.7
b2385	1086	0.701	56.8	66	42.3	62.2	47.8
b2386	1248	0.72	54.3	52.6	46.4	63.9	43.6
b2387	327	0.803	51.4	59.6	36.7	57.8	35.9
b2388	966	0.721	51.6	61.5	40.7	52.5	43.8
b2389	1257	0.633	53.9	62.1	45.1	54.4	54.7
b2390	327	0.775	54.1	63.3	47.7	51.4	40.4
b2392	1239	0.72	53.3	57.9	41.6	60.3	47.9
b2393	1203	0.759	49.9	53.4	34.9	61.3	41
b2394	1113	0.573	51.9	63.3	48.2	44.2	57.9
b2395	2190	0.693	49	52.3	35.9	58.8	48.6
b2398	345	0.675	50.1	63.5	43.5	43.5	49.8
b2399	393	0.684	46.1	55	39.7	43.5	52.3
b2400	1416	0.766	52.5	62.7	37.7	57.2	39.2
b2405	885	0.636	50.5	61	39.3	51.2	55.4
b2406	1257	0.711	48.1	50.1	39.1	54.9	47.7
b2407	834	0.719	51.7	59.7	40.6	54.7	47.1
b2408	765	0.735	45.2	46.3	40	49.4	53.1
b2409	927	0.685	53.9	66.3	41.4	54	53.1
b2410	999	0.73	51.8	54.1	39.6	61.6	50.5
b4546	219	0.638	51.6	60.3	30.1	64.4	46.5
b2411	2016	0.74	54.4	68	40.6	54.6	43.5
b2412	987	0.704	55.1	70.5	39.8	55	47.3
b2413	762	0.683	50.1	49.6	41.7	59.1	51.4
b2414	972	0.719	50.3	59	42	50	44.5
b2415	258	0.743	50.8	59.3	39.5	53.5	39
b2416	1728	0.706	49.7	62	35.8	51.2	43.5
b2417	510	0.731	47.3	56.5	31.8	53.5	38.9
b2418	852	0.712	52.2	59.2	38.7	58.8	49.6
b2419	375	0.681	46.4	52	36	51.2	52.9
b2420	735	0.68	39.2	50.6	30.2	36.7	50.7
b2421	912	0.733	56.5	62.2	45.4	61.8	42.1
b2422	1098	0.784	58.7	70.8	40.7	64.5	39
b2423	876	0.811	56.6	58.9	37	74	37
b2424	834	0.775	56.2	58.6	43.9	66.2	38.7
b2425	1017	0.819	53.8	56.6	37.5	67.3	37.7
b2426	792	0.749	55.3	61.7	45.8	58.3	42.4
b2427	858	0.703	51.6	54.5	41.3	59.1	41.4
b2428	897	0.751	53.5	62.2	43.1	55.2	42.9
b2429	1425	0.735	56.6	60.2	45.3	64.2	45.3
b2430	1305	0.75	51.9	54.3	40.5	60.9	43.4
b2431	900	0.781	56	64	40.3	63.7	37.2
b2432	576	0.755	50.9	51.6	45.3	55.7	46.8
b2433	450	0.702	52.9	61.3	40.7	56.7	47.5
b2434	426	0.672	51.6	64.1	32.4	58.5	43.2
b2435	870	0.739	49.8	56.2	41.7	51.4	46.9
b2436	900	0.73	54.7	63.7	42.3	58	46.6
b2437	1053	0.727	53.4	61.3	39	59.8	45.5
b2438	501	0.656	58.1	69.5	47.3	57.5	54.3
b2439	660	0.754	56.4	64.5	50.5	54.1	40.9
b2440	888	0.787	56.6	64.9	46.6	58.4	41.8
b2441	1362	0.753	55.7	57.9	39.6	69.4	39.9
